,Neighbourhood,Neighbourhood Latitude,Neighbourhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
212,Deptford,51.48114000000004,-0.02466999999995778,The Duke,51.48106074182312,-0.020442018779627938,Pub
213,Deptford,51.48114000000004,-0.02466999999995778,Golden Chippy,51.475991562067,-0.018594816686180994,Fish & Chips Shop
214,Deptford,51.48114000000004,-0.02466999999995778,The Albany,51.477740235214576,-0.027607984727297464,Performing Arts Venue
215,Deptford,51.48114000000004,-0.02466999999995778,Full Nelson,51.474699,-0.025303,Vegetarian / Vegan Restaurant
216,Deptford,51.48114000000004,-0.02466999999995778,eat vietnam,51.483996,-0.032088,Vietnamese Restaurant
217,Deptford,51.48114000000004,-0.02466999999995778,The Sail Loft,51.483017922700085,-0.01427036441805285,Pub
218,Deptford,51.48114000000004,-0.02466999999995778,Gin & Beer,51.478729,-0.025872,Cocktail Bar
219,Deptford,51.48114000000004,-0.02466999999995778,Munure's,51.48260548734813,-0.018490613344943754,Sandwich Place
220,Deptford,51.48114000000004,-0.02466999999995778,Job Centre,51.47838189917437,-0.026015846000140102,Pub
221,Deptford,51.48114000000004,-0.02466999999995778,The Birds Nest,51.47620295846244,-0.02273821763957116,Pub
222,Deptford,51.48114000000004,-0.02466999999995778,Panda Panda,51.47480027685587,-0.025123484001593935,Sandwich Place
223,Deptford,51.48114000000004,-0.02466999999995778,Greenwich Market,51.48162410322181,-0.009091541872260097,Market
224,Deptford,51.48114000000004,-0.02466999999995778,Villages Brewery,51.47845648785409,-0.02386105899996787,Brewery
225,Deptford,51.48114000000004,-0.02466999999995778,Red Lion Coffee Co.,51.47623373016064,-0.03707071588512085,Coffee Shop
226,Deptford,51.48114000000004,-0.02466999999995778,Waitrose & Partners,51.482138977789184,-0.015557720237666217,Supermarket
227,Deptford,51.48114000000004,-0.02466999999995778,Greenwich Picturehouse,51.47961851425158,-0.009777526157620413,Indie Movie Theater
228,Deptford,51.48114000000004,-0.02466999999995778,Cutty Sark,51.482812732960156,-0.009613037109375,History Museum
229,Deptford,51.48114000000004,-0.02466999999995778,Street Food Market,51.48159564331881,-0.009108541253538351,Street Food Gathering
